# https://api.eosnetworkmonitor.io and whois results
# EOS
IP Address|Port|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
167.99.12.191|9876|14061|167.99.0.0/20|US|arin|2017-11-10|DIGITALOCEAN-ASN, US
170.33.27.142|443|134963|170.33.24.0/21|SG|apnic|1994-02-03|ASEPL-AS-AP Alibaba.com Singapore E-Commerce Private Limited, SG
172.105.65.154|39876
172.67.182.180|445|13335|172.67.176.0/20|US|arin|2015-02-25|CLOUDFLARENET, US
172.67.186.217|9876|13335|172.67.176.0/20|US|arin|2015-02-25|CLOUDFLARENET, US
172.67.218.73|9877|13335|172.67.208.0/20|US|arin|2015-02-25|CLOUDFLARENET, US
172.67.70.203|443|13335|172.67.64.0/20|US|arin|2015-02-25|CLOUDFLARENET, US
173.249.13.77|25000
173.249.44.210|9876
176.114.8.156|9876|56485|176.114.8.0/22|UA|ripencc|2012-04-10|THEHOST-AS, UA
18.116.226.211|9876|16509|18.116.0.0/14|US|arin|2019-10-07|AMAZON-02, US
185.53.178.14|9876|61969|185.53.176.0/22|DE|ripencc|2014-04-11|TEAMINTERNET-AS, DE
188.40.217.75|9876|24940|188.40.0.0/16|DE|ripencc|2009-04-23|HETZNER-AS, DE
192.168.100.88|9886|NA|NA||other||NA
195.201.110.56|3571|24940|195.201.0.0/16|DE|ripencc|1997-09-22|HETZNER-AS, DE
204.238.143.204|9876|NA|NA|US|arin|2018-05-04|NA
216.21.12.204|9876|53334|216.21.12.0/24|US|arin|2015-05-21|TUT-AS, US
216.66.39.204|9876|6939|216.66.32.0/19|US|arin|1998-09-04|HURRICANE, US
217.182.74.186|9876|16276|217.182.0.0/16|FR|ripencc|2001-03-02|OVH, FR
220.230.125.218|9876|23576|220.230.120.0/21|KR|apnic|2005-04-21|NHN-AS-KR NAVER Cloud Corp., KR
3.113.139.0|9876|16509|3.112.0.0/14|US|arin|2017-12-20|AMAZON-02, US
3.14.206.87|9876|16509|3.14.0.0/15|US|arin|2017-12-20|AMAZON-02, US
3.140.94.226|9876|16509|3.136.0.0/13|US|arin|2018-06-25|AMAZON-02, US
3.223.115.185|9876|14618|3.208.0.0/12|US|arin|2018-06-25|AMAZON-AES, US
34.225.253.88|9876|14618|34.224.0.0/12|US|arin|2016-09-12|AMAZON-AES, US
34.247.130.132|9876|16509|34.240.0.0/13|US|arin|2016-09-12|AMAZON-02, US
35.183.238.80|9876|16509|35.182.0.0/15|US|arin|2016-08-09|AMAZON-02, US
35.197.245.10|9876|15169|35.196.0.0/15|US|arin|2017-03-21|GOOGLE, US
35.201.121.11|443|15169|35.200.0.0/14|US|arin|2017-03-21|GOOGLE, US
35.221.69.87|9876|15169|35.220.0.0/14|US|arin|2017-09-29|GOOGLE, US
35.229.152.28|9876|396982|35.229.128.0/17|US|arin|2017-09-29|GOOGLE-PRIVATE-CLOUD, US
35.230.20.105|9876|15169|35.228.0.0/14|US|arin|2017-09-29|GOOGLE, US
37.187.37.110|9876|16276|37.187.0.0/16|FR|ripencc|2012-03-20|OVH, FR
37.193.65.42|9876|31200|37.193.0.0/16|RU|ripencc|2012-03-21|NTK IPv6 customers, RU
47.104.169.45|9876
47.105.190.128|9376|37963|47.105.0.0/16|CN|apnic|1989-01-06|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
47.106.74.21|9877|37963|47.106.0.0/16|CN|apnic|1989-01-06|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
47.75.143.59|9876|45102|47.75.128.0/17|US|arin|2016-03-17|CNNIC-ALIBABA-US-NET-AP Alibaba US Technology Co., Ltd., CN
47.75.70.208|9376|45102|47.75.0.0/17|US|arin|2016-03-17|CNNIC-ALIBABA-US-NET-AP Alibaba US Technology Co., Ltd., CN
47.91.245.50|9876|45102|47.91.192.0/18|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba US Technology Co., Ltd., CN
51.222.8.194|9876|16276|51.222.0.0/16|CA|arin|2020-03-31|OVH, FR
52.175.206.165|9876|8075|52.160.0.0/11|US|arin|2015-11-24|MICROSOFT-CORP-MSN-AS-BLOCK, US
52.196.126.2|8333|16509|52.196.0.0/14|US|arin|2015-09-02|AMAZON-02, US
52.57.202.113|9876|16509|52.57.0.0/16|US|arin|1991-12-19|AMAZON-02, US
52.68.64.42|18181|16509|52.68.0.0/15|US|arin|1991-12-19|AMAZON-02, US
52.69.127.155|9876|16509|52.68.0.0/15|US|arin|1991-12-19|AMAZON-02, US
54.37.17.45|9876|16276|54.37.0.0/16|FR|ripencc|1992-03-17|OVH, FR
54.65.212.48|9876|16509|54.64.0.0/15|US|arin|2014-06-20|AMAZON-02, US
54.95.49.66|8080|16509|54.95.0.0/17|US|arin|2014-06-20|AMAZON-02, US
77.109.149.5|9876|13030|77.109.128.0/19|CH|ripencc|2007-01-19|INIT7, CH
77.109.149.6|9876|13030|77.109.128.0/19|CH|ripencc|2007-01-19|INIT7, CH
94.130.161.135|9876|24940|94.130.0.0/16|DE|ripencc|2008-06-23|HETZNER-AS, DE
95.217.62.85|7002|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
99.83.154.118|443|16509|99.83.154.0/24|US|arin|2018-01-10|AMAZON-02, US
