# https://www.dan.me.uk/torlist/ and whois results
IP Address|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
107.189.10.143|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.150|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.154|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.218|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.237|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.63|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.70|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.11.153|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.11.207|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.11.80|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.12.135|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.148|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.183|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.238|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.240|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.251|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.47|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.52|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.7|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.97|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.143|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.164|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.172|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.251|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.254|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.14.123|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.14.165|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.14.182|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.14.27|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.14.77|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.2.111|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.2.146|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.2.222|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.2.91|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.28.100|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.28.102|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.28.241|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.28.253|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.28.84|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.29.103|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.29.207|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.29.41|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.3.110|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.3.179|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.3.244|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.30.22|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.23|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.230|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.52|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.58|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.75|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.86|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.31.102|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.31.181|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.31.182|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.31.227|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.4.203|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.4.253|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.5.206|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.5.248|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.5.249|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.5.5|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.5.68|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.50.64|393856|107.189.48.0/22|US|arin|2020-03-24|WGELD-ASN, US
107.189.6.184|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.6.61|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.6.98|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.7.156|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.7.175|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.7.226|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.7.243|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.7.88|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.8.108|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.8.120|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.8.201|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.8.33|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.8.65|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.191.98.121|3842|107.191.98.0/24|US|arin|2014-05-08|RAMNODE, US
107.204.177.207|7018|107.192.0.0/12|US|arin|2012-04-25|ATT-INTERNET4, US
108.14.63.72|701|108.14.0.0/16|US|arin|2009-06-05|UUNET, US
108.16.117.27|701|108.16.0.0/16|US|arin|2009-06-05|UUNET, US
108.16.29.88|701|108.16.0.0/16|US|arin|2009-06-05|UUNET, US
108.161.133.189|55045|108.161.132.0/22|US|arin|2011-10-28|TEKTONIC, US
108.161.139.183|55045|108.161.136.0/22|US|arin|2011-10-28|TEKTONIC, US
108.168.18.241|40788|108.168.0.0/17|CA|arin|2011-12-29|START-, CA
108.170.31.105|20454|108.170.0.0/18|US|arin|2012-01-23|SSASN2, US
108.173.92.215|852|108.173.0.0/16|CA|arin|2012-02-01|TELUS Communications, CA
108.175.4.33|8560|108.175.0.0/20|US|arin|2012-02-08|IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE
108.175.7.43|8560|108.175.0.0/20|US|arin|2012-02-08|IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE
108.180.138.45|852|108.180.0.0/16|CA|arin|2012-07-19|TELUS Communications, CA
108.184.13.208|20001|108.184.0.0/15|US|arin|2013-01-24|TWC-20001-PACWEST, US
108.197.232.51|7018|108.192.0.0/10|US|arin|2011-01-12|ATT-INTERNET4, US
108.199.56.138|7018|108.192.0.0/10|US|arin|2011-01-12|ATT-INTERNET4, US
108.201.77.157|7018|108.192.0.0/10|US|arin|2011-01-12|ATT-INTERNET4, US
108.240.182.140|7018|108.192.0.0/10|US|arin|2011-01-12|ATT-INTERNET4, US
108.249.24.206|7018|108.192.0.0/10|US|arin|2011-01-12|ATT-INTERNET4, US
108.26.0.28|701|108.26.0.0/18|US|arin|2009-06-05|UUNET, US
108.26.203.13|701|108.26.128.0/17|US|arin|2009-06-05|UUNET, US
108.28.251.189|701|108.28.0.0/16|US|arin|2009-06-05|UUNET, US
108.29.173.125|701|108.29.0.0/16|US|arin|2009-06-05|UUNET, US
108.31.110.43|701|108.31.0.0/16|US|arin|2009-06-05|UUNET, US
108.4.2.125|701|108.4.0.0/17|US|arin|2009-06-05|UUNET, US
108.48.11.213|701|108.48.0.0/13|US|arin|2009-06-05|UUNET, US
108.5.19.202|701|108.5.0.0/16|US|arin|2009-06-05|UUNET, US
108.53.208.157|701|108.53.0.0/16|US|arin|2009-06-05|UUNET, US
108.56.187.151|701|108.56.0.0/16|US|arin|2009-06-05|UUNET, US
108.61.135.81|20473|108.61.128.0/19|US|arin|2010-12-08|AS-CHOOPA, US
108.61.164.194|20473|108.61.164.0/22|US|arin|2010-12-08|AS-CHOOPA, US
108.61.211.153|20473|108.61.210.0/23|US|arin|2010-12-08|AS-CHOOPA, US
108.62.211.205|396362|108.62.208.0/22|US|arin|2010-12-13|LEASEWEB-USA-NYC, US
109.105.109.162|2603|109.105.96.0/20|DK|ripencc|2009-09-15|NORDUNET, DK
109.107.179.207|207651|109.107.179.0/24|RU|ripencc|2009-10-19|VDSINA-NL, RU
109.107.35.154|51059|109.107.32.0/19|GB|ripencc|2010-04-20|BRIGHTBOX-AS, GB
109.130.20.208|5432|109.128.0.0/14|BE|ripencc|2009-07-27|PROXIMUS-ISP-AS, BE
109.131.150.157|5432|109.128.0.0/14|BE|ripencc|2009-07-27|PROXIMUS-ISP-AS, BE
109.147.68.70|2856|109.144.0.0/12|GB|ripencc|2009-08-06|BT-UK-AS BTnet UK Regional network, GB
109.169.14.109|20860|109.169.0.0/18|GB|ripencc|2009-11-02|IOMART-AS, GB
109.169.33.163|20860|109.169.0.0/18|GB|ripencc|2009-11-02|IOMART-AS, GB
109.183.26.233|12767|109.183.0.0/17|CZ|ripencc|2009-09-29|PRAGONET-AS, CZ
109.190.177.33|35540|109.190.0.0/16|FR|ripencc|2011-09-16|OVH-TELECOM, FR
109.190.177.50|35540|109.190.0.0/16|FR|ripencc|2011-09-16|OVH-TELECOM, FR
109.201.133.100|43350|109.201.128.0/19|NL|ripencc|2010-02-12|NFORCE, NL
109.201.142.53|43350|109.201.128.0/19|NL|ripencc|2010-02-12|NFORCE, NL
109.202.205.68|13030|109.202.192.0/19|CH|ripencc|2010-02-22|INIT7, CH
109.202.206.69|13030|109.202.192.0/19|CH|ripencc|2010-02-22|INIT7, CH
109.202.212.1|13030|109.202.192.0/19|CH|ripencc|2010-02-22|INIT7, CH
109.207.77.145|25052|109.207.77.0/24|IL|ripencc|2018-08-30|OMC-ASN, IL
109.207.77.201|25052|109.207.77.0/24|IL|ripencc|2018-08-30|OMC-ASN, IL
109.220.188.56|3215|109.220.128.0/17|FR|ripencc|2009-10-07|France Telecom - Orange, FR
109.228.53.235|8560|109.228.0.0/18|GB|ripencc|2010-02-04|IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE
